SN,Commodity,Date,Unit,Minimum,Maximum,Average
88984,Knolkhol,2017-03-17,Kg,35.0,40.0,37.5
88985,Celery,2017-03-17,Kg,90.0,100.0,95.0
88986,Parseley,2017-03-17,Kg,90.0,100.0,95.0
88987,Fennel Leaf,2017-03-17,Kg,35.0,40.0,37.5
88988,Mint,2017-03-17,Kg,90.0,100.0,95.0
88989,Turnip A,2017-03-17,Kg,35.0,40.0,37.5
88990,Tamarind,2017-03-17,Kg,100.0,110.0,105.0
88991,Bamboo Shoot,2017-03-17,Kg,120.0,130.0,125.0
88992,Tofu,2017-03-17,Kg,80.0,90.0,85.0
88993,Apple(Jholey),2017-03-17,Kg,90.0,100.0,95.0
88994,Banana,2017-03-17,Doz,80.0,90.0,85.0
88995,Lime,2017-03-17,Kg,450.0,500.0,475.0
88996,Pomegranate,2017-03-17,Kg,240.0,250.0,245.0
88997,Grapes(Green),2017-03-17,Kg,90.0,100.0,95.0
88998,Orange(Nepali),2017-03-17,Kg,50.0,60.0,55.0
88999,Water Melon(Green),2017-03-17,Kg,35.0,40.0,37.5
89000,Sweet Orange,2017-03-17,Kg,100.0,110.0,105.0
89001,Pineapple,2017-03-17,1 Pc,100.0,110.0,105.0
89002,Cucumber(Local),2017-03-17,Kg,50.0,60.0,55.0
89003,Jack Fruit,2017-03-17,Kg,60.0,70.0,65.0
89004,Pear(Local),2017-03-17,Kg,100.0,110.0,105.0
89005,Papaya(Nepali),2017-03-17,Kg,45.0,50.0,47.5
89006,Ginger,2017-03-17,Kg,45.0,50.0,47.5
89007,Chilli Dry,2017-03-17,Kg,270.0,280.0,275.0
89008,Chilli Green,2017-03-17,Kg,95.0,100.0,97.5
89009,Capsicum,2017-03-17,Kg,95.0,100.0,97.5
89010,Garlic Green,2017-03-17,Kg,50.0,60.0,55.0
89011,Coriander Green,2017-03-17,Kg,60.0,70.0,65.0
89012,Garlic Dry Chinese,2017-03-17,Kg,280.0,290.0,285.0
89013,Clive Dry,2017-03-17,Kg,200.0,210.0,205.0
89014,Clive Green,2017-03-17,Kg,70.0,80.0,75.0
89015,Fish Fresh,2017-03-17,Kg,220.0,225.0,222.5
89016,Tomato Big(Nepali),2017-03-18,Kg,25.0,30.0,27.5
89017,Tomato Small(Local),2017-03-18,Kg,28.0,32.0,30.0
89018,Potato Red,2017-03-18,Kg,18.0,20.0,19.0
89019,Potato White,2017-03-18,Kg,13.0,15.0,14.0
89020,Onion Dry (Indian),2017-03-18,Kg,24.0,26.0,25.0
89021,Carrot(Local),2017-03-18,Kg,24.0,28.0,26.0
89022,Cabbage(Local),2017-03-18,Kg,18.0,20.0,19.0
89023,Cauli Local,2017-03-18,Kg,24.0,30.0,27.0
89024,Cauli Terai,2017-03-18,Kg,15.0,20.0,17.5
89025,Raddish Red,2017-03-18,Kg,30.0,35.0,32.5
89026,Raddish White(Local),2017-03-18,Kg,8.0,12.0,10.0
89027,Brinjal Long,2017-03-18,Kg,30.0,35.0,32.5
89028,Brinjal Round,2017-03-18,Kg,30.0,35.0,32.5
89029,Cow pea(Long),2017-03-18,Kg,120.0,140.0,130.0
89030,Green Peas,2017-03-18,Kg,55.0,60.0,57.5
89031,French Bean(Local),2017-03-18,Kg,60.0,67.0,63.5
89032,Sword Bean,2017-03-18,Kg,65.0,70.0,67.5
89033,Bitter Gourd,2017-03-18,Kg,80.0,90.0,85.0
89034,Bottle Gourd,2017-03-18,Kg,35.0,40.0,37.5
89035,Pointed Gourd(Local),2017-03-18,Kg,75.0,80.0,77.5
89036,Pumpkin,2017-03-18,Kg,28.0,30.0,29.0
89037,Squash(Long),2017-03-18,Kg,30.0,35.0,32.5
89038,Okara,2017-03-18,Kg,95.0,100.0,97.5
89039,Barela,2017-03-18,Kg,35.0,40.0,37.5
89040,Arum,2017-03-18,Kg,55.0,60.0,57.5
89041,Christophine,2017-03-18,Kg,35.0,40.0,37.5
89042,Brd Leaf Mustard,2017-03-18,Kg,30.0,35.0,32.5
89043,Spinach Leaf,2017-03-18,Kg,30.0,35.0,32.5
89044,Cress Leaf,2017-03-18,Kg,30.0,35.0,32.5
89045,Mustard Leaf,2017-03-18,Kg,30.0,35.0,32.5
89046,Fenugreek Leaf,2017-03-18,Kg,30.0,35.0,32.5
89047,Onion Green,2017-03-18,Kg,25.0,30.0,27.5
89048,Bakula,2017-03-18,Kg,55.0,60.0,57.5
89049,Mushroom(Kanya),2017-03-18,Kg,110.0,120.0,115.0
89050,Brocauli,2017-03-18,Kg,55.0,60.0,57.5
89051,Sugarbeet,2017-03-18,Kg,60.0,70.0,65.0
89052,Drumstick,2017-03-18,Kg,190.0,200.0,195.0
89053,Bauhania flower,2017-03-18,Kg,120.0,130.0,125.0
89054,Red Cabbbage,2017-03-18,Kg,50.0,60.0,55.0
89055,Lettuce,2017-03-18,Kg,35.0,40.0,37.5
89056,Knolkhol,2017-03-18,Kg,35.0,40.0,37.5
89057,Celery,2017-03-18,Kg,90.0,100.0,95.0
89058,Parseley,2017-03-18,Kg,90.0,100.0,95.0
89059,Fennel Leaf,2017-03-18,Kg,35.0,40.0,37.5
89060,Mint,2017-03-18,Kg,90.0,100.0,95.0
89061,Turnip A,2017-03-18,Kg,35.0,40.0,37.5
89062,Tamarind,2017-03-18,Kg,100.0,110.0,105.0
89063,Bamboo Shoot,2017-03-18,Kg,120.0,130.0,125.0
89064,Tofu,2017-03-18,Kg,80.0,90.0,85.0
89065,Apple(Jholey),2017-03-18,Kg,90.0,100.0,95.0
89066,Banana,2017-03-18,Doz,80.0,90.0,85.0
89067,Lime,2017-03-18,Kg,450.0,500.0,475.0
89068,Pomegranate,2017-03-18,Kg,240.0,250.0,245.0
89069,Grapes(Green),2017-03-18,Kg,90.0,100.0,95.0
89070,Orange(Nepali),2017-03-18,Kg,55.0,60.0,57.5
89071,Water Melon(Green),2017-03-18,Kg,35.0,40.0,37.5
89072,Sweet Orange,2017-03-18,Kg,100.0,110.0,105.0
89073,Pineapple,2017-03-18,1 Pc,100.0,110.0,105.0
89074,Cucumber(Local),2017-03-18,Kg,55.0,65.0,60.0
89075,Jack Fruit,2017-03-18,Kg,60.0,70.0,65.0
89076,Pear(Local),2017-03-18,Kg,100.0,110.0,105.0
89077,Papaya(Nepali),2017-03-18,Kg,45.0,50.0,47.5
89078,Ginger,2017-03-18,Kg,45.0,55.0,50.0
89079,Chilli Dry,2017-03-18,Kg,270.0,280.0,275.0
89080,Chilli Green,2017-03-18,Kg,70.0,80.0,75.0
89081,Capsicum,2017-03-18,Kg,70.0,80.0,75.0
89082,Garlic Green,2017-03-18,Kg,50.0,60.0,55.0
89083,Coriander Green,2017-03-18,Kg,60.0,70.0,65.0
89084,Garlic Dry Chinese,2017-03-18,Kg,280.0,290.0,285.0
89085,Clive Dry,2017-03-18,Kg,200.0,210.0,205.0
89086,Clive Green,2017-03-18,Kg,70.0,80.0,75.0
89087,Fish Fresh,2017-03-18,Kg,220.0,225.0,222.5
89088,Tomato Big(Nepali),2017-03-19,Kg,25.0,30.0,27.5
89089,Tomato Small(Local),2017-03-19,Kg,25.0,30.0,27.5
89090,Potato Red,2017-03-19,Kg,18.0,20.0,19.0
89091,Potato White,2017-03-19,Kg,13.0,15.0,14.0
89092,Onion Dry (Indian),2017-03-19,Kg,24.0,26.0,25.0
89093,Carrot(Local),2017-03-19,Kg,25.0,30.0,27.5
89094,Cabbage(Local),2017-03-19,Kg,18.0,20.0,19.0
89095,Cauli Local,2017-03-19,Kg,20.0,25.0,22.5
89096,Cauli Terai,2017-03-19,Kg,15.0,20.0,17.5
89097,Raddish Red,2017-03-19,Kg,30.0,35.0,32.5
89098,Raddish White(Local),2017-03-19,Kg,10.0,12.0,11.0
89099,Brinjal Long,2017-03-19,Kg,30.0,35.0,32.5
89100,Brinjal Round,2017-03-19,Kg,30.0,35.0,32.5
89101,Cow pea(Long),2017-03-19,Kg,120.0,130.0,125.0
89102,Green Peas,2017-03-19,Kg,60.0,65.0,62.5
89103,French Bean(Local),2017-03-19,Kg,50.0,60.0,55.0
89104,Sword Bean,2017-03-19,Kg,50.0,60.0,55.0
89105,Bitter Gourd,2017-03-19,Kg,70.0,75.0,72.5
89106,Bottle Gourd,2017-03-19,Kg,30.0,35.0,32.5
89107,Pointed Gourd(Local),2017-03-19,Kg,70.0,75.0,72.5
89108,Pumpkin,2017-03-19,Kg,25.0,30.0,27.5
89109,Squash(Long),2017-03-19,Kg,28.0,30.0,29.0
89110,Okara,2017-03-19,Kg,100.0,110.0,105.0
89111,Barela,2017-03-19,Kg,35.0,40.0,37.5
89112,Arum,2017-03-19,Kg,60.0,65.0,62.5
89113,Christophine,2017-03-19,Kg,35.0,40.0,37.5
89114,Brd Leaf Mustard,2017-03-19,Kg,30.0,35.0,32.5
89115,Spinach Leaf,2017-03-19,Kg,30.0,35.0,32.5
89116,Cress Leaf,2017-03-19,Kg,30.0,35.0,32.5
89117,Mustard Leaf,2017-03-19,Kg,30.0,35.0,32.5
89118,Fenugreek Leaf,2017-03-19,Kg,30.0,35.0,32.5
89119,Onion Green,2017-03-19,Kg,25.0,30.0,27.5
89120,Bakula,2017-03-19,Kg,50.0,60.0,55.0
89121,Mushroom(Kanya),2017-03-19,Kg,110.0,120.0,115.0
89122,Brocauli,2017-03-19,Kg,50.0,55.0,52.5
89123,Sugarbeet,2017-03-19,Kg,60.0,70.0,65.0
89124,Drumstick,2017-03-19,Kg,190.0,200.0,195.0
89125,Bauhania flower,2017-03-19,Kg,120.0,130.0,125.0
89126,Red Cabbbage,2017-03-19,Kg,50.0,60.0,55.0
89127,Lettuce,2017-03-19,Kg,35.0,40.0,37.5
89128,Knolkhol,2017-03-19,Kg,35.0,40.0,37.5
89129,Celery,2017-03-19,Kg,90.0,100.0,95.0
89130,Parseley,2017-03-19,Kg,90.0,100.0,95.0
89131,Fennel Leaf,2017-03-19,Kg,35.0,40.0,37.5
89132,Mint,2017-03-19,Kg,90.0,100.0,95.0
89133,Turnip A,2017-03-19,Kg,35.0,40.0,37.5
89134,Tamarind,2017-03-19,Kg,100.0,110.0,105.0
89135,Bamboo Shoot,2017-03-19,Kg,120.0,130.0,125.0
89136,Tofu,2017-03-19,Kg,80.0,90.0,85.0
89137,Apple(Jholey),2017-03-19,Kg,100.0,110.0,105.0
89138,Banana,2017-03-19,Doz,80.0,90.0,85.0
89139,Lime,2017-03-19,Kg,450.0,500.0,475.0
89140,Pomegranate,2017-03-19,Kg,210.0,220.0,215.0
89141,Grapes(Green),2017-03-19,Kg,100.0,110.0,105.0
89142,Orange(Nepali),2017-03-19,Kg,50.0,60.0,55.0
89143,Water Melon(Green),2017-03-19,Kg,30.0,40.0,35.0
89144,Sweet Orange,2017-03-19,Kg,100.0,110.0,105.0
89145,Pineapple,2017-03-19,1 Pc,100.0,110.0,105.0
89146,Cucumber(Local),2017-03-19,Kg,50.0,60.0,55.0
89147,Jack Fruit,2017-03-19,Kg,50.0,60.0,55.0
89148,Pear(Local),2017-03-19,Kg,100.0,110.0,105.0
89149,Papaya(Nepali),2017-03-19,Kg,45.0,50.0,47.5
89150,Ginger,2017-03-19,Kg,40.0,50.0,45.0
89151,Chilli Dry,2017-03-19,Kg,270.0,280.0,275.0
89152,Chilli Green,2017-03-19,Kg,75.0,80.0,77.5
89153,Capsicum,2017-03-19,Kg,75.0,80.0,77.5
89154,Garlic Green,2017-03-19,Kg,50.0,60.0,55.0
89155,Coriander Green,2017-03-19,Kg,50.0,60.0,55.0
89156,Garlic Dry Chinese,2017-03-19,Kg,280.0,290.0,285.0
89157,Clive Dry,2017-03-19,Kg,200.0,210.0,205.0
89158,Clive Green,2017-03-19,Kg,70.0,80.0,75.0
89159,Fish Fresh,2017-03-19,Kg,220.0,225.0,222.5
89160,Tomato Big(Nepali),2017-03-20,Kg,25.0,30.0,27.5
89161,Tomato Small(Local),2017-03-20,Kg,25.0,30.0,27.5
89162,Potato Red,2017-03-20,Kg,18.0,20.0,19.0
89163,Potato White,2017-03-20,Kg,13.0,15.0,14.0
89164,Onion Dry (Indian),2017-03-20,Kg,24.0,26.0,25.0
89165,Carrot(Local),2017-03-20,Kg,25.0,30.0,27.5
89166,Cabbage(Local),2017-03-20,Kg,12.0,15.0,13.5
89167,Cauli Local,2017-03-20,Kg,20.0,25.0,22.5
89168,Cauli Terai,2017-03-20,Kg,15.0,20.0,17.5
89169,Raddish Red,2017-03-20,Kg,30.0,35.0,32.5
89170,Raddish White(Local),2017-03-20,Kg,10.0,12.0,11.0
89171,Brinjal Long,2017-03-20,Kg,30.0,35.0,32.5
89172,Brinjal Round,2017-03-20,Kg,30.0,35.0,32.5
89173,Cow pea(Long),2017-03-20,Kg,110.0,120.0,115.0
89174,Green Peas,2017-03-20,Kg,55.0,60.0,57.5
89175,French Bean(Local),2017-03-20,Kg,55.0,60.0,57.5
89176,Sword Bean,2017-03-20,Kg,55.0,60.0,57.5
89177,Bitter Gourd,2017-03-20,Kg,75.0,80.0,77.5
89178,Bottle Gourd,2017-03-20,Kg,30.0,35.0,32.5
89179,Pointed Gourd(Local),2017-03-20,Kg,75.0,80.0,77.5
89180,Pumpkin,2017-03-20,Kg,28.0,30.0,29.0
89181,Squash(Long),2017-03-20,Kg,28.0,30.0,29.0
89182,Okara,2017-03-20,Kg,100.0,110.0,105.0
89183,Barela,2017-03-20,Kg,35.0,40.0,37.5
89184,Arum,2017-03-20,Kg,55.0,60.0,57.5
89185,Christophine,2017-03-20,Kg,35.0,40.0,37.5
89186,Brd Leaf Mustard,2017-03-20,Kg,30.0,35.0,32.5
89187,Spinach Leaf,2017-03-20,Kg,30.0,35.0,32.5
89188,Cress Leaf,2017-03-20,Kg,30.0,35.0,32.5
89189,Mustard Leaf,2017-03-20,Kg,30.0,35.0,32.5
89190,Fenugreek Leaf,2017-03-20,Kg,30.0,35.0,32.5
89191,Onion Green,2017-03-20,Kg,25.0,30.0,27.5
89192,Bakula,2017-03-20,Kg,50.0,60.0,55.0
89193,Mushroom(Kanya),2017-03-20,Kg,120.0,130.0,125.0
89194,Brocauli,2017-03-20,Kg,50.0,55.0,52.5
89195,Sugarbeet,2017-03-20,Kg,60.0,70.0,65.0
89196,Drumstick,2017-03-20,Kg,120.0,130.0,125.0
89197,Bauhania flower,2017-03-20,Kg,120.0,130.0,125.0
89198,Red Cabbbage,2017-03-20,Kg,50.0,60.0,55.0
89199,Lettuce,2017-03-20,Kg,35.0,40.0,37.5
89200,Knolkhol,2017-03-20,Kg,35.0,40.0,37.5
89201,Celery,2017-03-20,Kg,90.0,100.0,95.0
89202,Parseley,2017-03-20,Kg,90.0,100.0,95.0
89203,Fennel Leaf,2017-03-20,Kg,35.0,40.0,37.5
89204,Mint,2017-03-20,Kg,90.0,100.0,95.0
89205,Turnip A,2017-03-20,Kg,35.0,40.0,37.5
89206,Tamarind,2017-03-20,Kg,100.0,110.0,105.0
89207,Bamboo Shoot,2017-03-20,Kg,120.0,130.0,125.0
89208,Tofu,2017-03-20,Kg,80.0,90.0,85.0
89209,Apple(Jholey),2017-03-20,Kg,100.0,110.0,105.0
89210,Banana,2017-03-20,Doz,80.0,90.0,85.0
89211,Lime,2017-03-20,Kg,450.0,500.0,475.0
89212,Pomegranate,2017-03-20,Kg,210.0,220.0,215.0
89213,Grapes(Green),2017-03-20,Kg,100.0,110.0,105.0
89214,Orange(Nepali),2017-03-20,Kg,50.0,60.0,55.0
89215,Water Melon(Green),2017-03-20,Kg,30.0,35.0,32.5
89216,Sweet Orange,2017-03-20,Kg,100.0,110.0,105.0
89217,Pineapple,2017-03-20,1 Pc,100.0,110.0,105.0
89218,Cucumber(Local),2017-03-20,Kg,50.0,60.0,55.0
89219,Jack Fruit,2017-03-20,Kg,50.0,60.0,55.0
89220,Pear(Local),2017-03-20,Kg,100.0,110.0,105.0
89221,Papaya(Nepali),2017-03-20,Kg,45.0,50.0,47.5
89222,Ginger,2017-03-20,Kg,40.0,50.0,45.0
89223,Chilli Dry,2017-03-20,Kg,270.0,280.0,275.0
89224,Chilli Green,2017-03-20,Kg,55.0,60.0,57.5
89225,Capsicum,2017-03-20,Kg,75.0,80.0,77.5
89226,Garlic Green,2017-03-20,Kg,50.0,60.0,55.0
89227,Coriander Green,2017-03-20,Kg,40.0,50.0,45.0
89228,Garlic Dry Chinese,2017-03-20,Kg,280.0,290.0,285.0
89229,Clive Dry,2017-03-20,Kg,200.0,210.0,205.0
89230,Clive Green,2017-03-20,Kg,70.0,80.0,75.0
89231,Fish Fresh,2017-03-20,Kg,220.0,225.0,222.5
89232,Tomato Big(Nepali),2017-03-21,Kg,25.0,30.0,27.5
89233,Tomato Small(Local),2017-03-21,Kg,25.0,30.0,27.5
89234,Potato Red,2017-03-21,Kg,14.0,16.0,15.0
89235,Potato White,2017-03-21,Kg,12.0,14.0,13.0
89236,Onion Dry (Indian),2017-03-21,Kg,22.0,24.0,23.0
89237,Carrot(Local),2017-03-21,Kg,25.0,30.0,27.5
89238,Cabbage(Local),2017-03-21,Kg,10.0,12.0,11.0
89239,Cauli Local,2017-03-21,Kg,20.0,25.0,22.5
89240,Cauli Terai,2017-03-21,Kg,15.0,20.0,17.5
89241,Raddish Red,2017-03-21,Kg,30.0,35.0,32.5
89242,Raddish White(Local),2017-03-21,Kg,10.0,12.0,11.0
89243,Brinjal Long,2017-03-21,Kg,30.0,35.0,32.5
89244,Brinjal Round,2017-03-21,Kg,30.0,35.0,32.5
89245,Cow pea(Long),2017-03-21,Kg,100.0,110.0,105.0
89246,Green Peas,2017-03-21,Kg,55.0,60.0,57.5
89247,French Bean(Local),2017-03-21,Kg,55.0,60.0,57.5
89248,Sword Bean,2017-03-21,Kg,55.0,60.0,57.5
89249,Bitter Gourd,2017-03-21,Kg,70.0,75.0,72.5
89250,Bottle Gourd,2017-03-21,Kg,35.0,40.0,37.5
89251,Pointed Gourd(Local),2017-03-21,Kg,70.0,75.0,72.5
89252,Pumpkin,2017-03-21,Kg,28.0,30.0,29.0
89253,Squash(Long),2017-03-21,Kg,28.0,30.0,29.0
89254,Okara,2017-03-21,Kg,75.0,80.0,77.5
89255,Barela,2017-03-21,Kg,35.0,40.0,37.5
89256,Arum,2017-03-21,Kg,55.0,60.0,57.5
89257,Christophine,2017-03-21,Kg,35.0,40.0,37.5
89258,Brd Leaf Mustard,2017-03-21,Kg,30.0,35.0,32.5
89259,Spinach Leaf,2017-03-21,Kg,30.0,35.0,32.5
89260,Cress Leaf,2017-03-21,Kg,30.0,35.0,32.5
89261,Mustard Leaf,2017-03-21,Kg,30.0,35.0,32.5
89262,Fenugreek Leaf,2017-03-21,Kg,30.0,35.0,32.5
89263,Onion Green,2017-03-21,Kg,25.0,30.0,27.5
89264,Bakula,2017-03-21,Kg,50.0,55.0,52.5
89265,Mushroom(Kanya),2017-03-21,Kg,120.0,130.0,125.0
89266,Brocauli,2017-03-21,Kg,50.0,55.0,52.5
89267,Sugarbeet,2017-03-21,Kg,60.0,70.0,65.0
89268,Drumstick,2017-03-21,Kg,120.0,130.0,125.0
89269,Bauhania flower,2017-03-21,Kg,120.0,130.0,125.0
89270,Red Cabbbage,2017-03-21,Kg,50.0,60.0,55.0
89271,Lettuce,2017-03-21,Kg,35.0,40.0,37.5
89272,Knolkhol,2017-03-21,Kg,35.0,40.0,37.5
89273,Celery,2017-03-21,Kg,90.0,100.0,95.0
89274,Parseley,2017-03-21,Kg,90.0,100.0,95.0
89275,Fennel Leaf,2017-03-21,Kg,35.0,40.0,37.5
89276,Mint,2017-03-21,Kg,90.0,100.0,95.0
89277,Turnip A,2017-03-21,Kg,35.0,40.0,37.5
89278,Tamarind,2017-03-21,Kg,100.0,110.0,105.0
89279,Bamboo Shoot,2017-03-21,Kg,120.0,130.0,125.0
89280,Tofu,2017-03-21,Kg,80.0,90.0,85.0
89281,Apple(Jholey),2017-03-21,Kg,100.0,110.0,105.0
89282,Banana,2017-03-21,Doz,80.0,90.0,85.0
89283,Lime,2017-03-21,Kg,450.0,500.0,475.0
89284,Pomegranate,2017-03-21,Kg,210.0,220.0,215.0
89285,Grapes(Green),2017-03-21,Kg,100.0,110.0,105.0
89286,Orange(Nepali),2017-03-21,Kg,50.0,60.0,55.0
89287,Water Melon(Green),2017-03-21,Kg,30.0,35.0,32.5
89288,Sweet Orange,2017-03-21,Kg,100.0,110.0,105.0
89289,Pineapple,2017-03-21,1 Pc,100.0,110.0,105.0
89290,Cucumber(Local),2017-03-21,Kg,50.0,55.0,52.5
89291,Jack Fruit,2017-03-21,Kg,50.0,55.0,52.5
89292,Pear(Local),2017-03-21,Kg,100.0,110.0,105.0
89293,Papaya(Nepali),2017-03-21,Kg,45.0,50.0,47.5
89294,Ginger,2017-03-21,Kg,40.0,50.0,45.0
89295,Chilli Dry,2017-03-21,Kg,270.0,280.0,275.0
89296,Chilli Green,2017-03-21,Kg,45.0,50.0,47.5
89297,Capsicum,2017-03-21,Kg,70.0,75.0,72.5
89298,Garlic Green,2017-03-21,Kg,80.0,90.0,85.0
89299,Coriander Green,2017-03-21,Kg,40.0,50.0,45.0
89300,Garlic Dry Chinese,2017-03-21,Kg,280.0,290.0,285.0
89301,Garlic Dry Nepali,2017-03-21,Kg,140.0,150.0,145.0
89302,Clive Dry,2017-03-21,Kg,200.0,210.0,205.0
89303,Clive Green,2017-03-21,Kg,70.0,80.0,75.0
89304,Fish Fresh,2017-03-21,Kg,220.0,230.0,225.0
89305,Tomato Big(Nepali),2017-03-22,Kg,25.0,30.0,27.5
89306,Tomato Small(Local),2017-03-22,Kg,25.0,30.0,27.5
89307,Potato Red,2017-03-22,Kg,14.0,16.0,15.0
89308,Potato White,2017-03-22,Kg,12.0,14.0,13.0
89309,Onion Dry (Indian),2017-03-22,Kg,22.0,24.0,23.0
89310,Carrot(Local),2017-03-22,Kg,25.0,30.0,27.5
89311,Cabbage(Local),2017-03-22,Kg,10.0,12.0,11.0
89312,Cauli Local,2017-03-22,Kg,20.0,25.0,22.5
89313,Cauli Terai,2017-03-22,Kg,15.0,20.0,17.5
89314,Raddish Red,2017-03-22,Kg,30.0,35.0,32.5
89315,Raddish White(Local),2017-03-22,Kg,10.0,12.0,11.0
89316,Brinjal Long,2017-03-22,Kg,30.0,35.0,32.5
89317,Brinjal Round,2017-03-22,Kg,30.0,35.0,32.5
89318,Cow pea(Long),2017-03-22,Kg,100.0,110.0,105.0
89319,Green Peas,2017-03-22,Kg,55.0,60.0,57.5
89320,French Bean(Local),2017-03-22,Kg,55.0,60.0,57.5
89321,Sword Bean,2017-03-22,Kg,55.0,60.0,57.5
89322,Bitter Gourd,2017-03-22,Kg,75.0,80.0,77.5
89323,Bottle Gourd,2017-03-22,Kg,35.0,40.0,37.5
89324,Pointed Gourd(Local),2017-03-22,Kg,75.0,80.0,77.5
89325,Pumpkin,2017-03-22,Kg,25.0,30.0,27.5
89326,Squash(Long),2017-03-22,Kg,28.0,30.0,29.0
89327,Okara,2017-03-22,Kg,75.0,80.0,77.5
89328,Barela,2017-03-22,Kg,35.0,40.0,37.5
89329,Arum,2017-03-22,Kg,55.0,60.0,57.5
89330,Christophine,2017-03-22,Kg,35.0,40.0,37.5
89331,Brd Leaf Mustard,2017-03-22,Kg,30.0,35.0,32.5
89332,Spinach Leaf,2017-03-22,Kg,30.0,35.0,32.5
89333,Cress Leaf,2017-03-22,Kg,30.0,35.0,32.5
89334,Mustard Leaf,2017-03-22,Kg,30.0,35.0,32.5
89335,Fenugreek Leaf,2017-03-22,Kg,30.0,35.0,32.5
89336,Onion Green,2017-03-22,Kg,25.0,30.0,27.5
89337,Bakula,2017-03-22,Kg,50.0,55.0,52.5
89338,Mushroom(Kanya),2017-03-22,Kg,120.0,130.0,125.0
89339,Brocauli,2017-03-22,Kg,70.0,75.0,72.5
89340,Sugarbeet,2017-03-22,Kg,60.0,70.0,65.0
89341,Drumstick,2017-03-22,Kg,120.0,130.0,125.0
89342,Bauhania flower,2017-03-22,Kg,100.0,110.0,105.0
89343,Red Cabbbage,2017-03-22,Kg,50.0,55.0,52.5
89344,Lettuce,2017-03-22,Kg,35.0,40.0,37.5
89345,Knolkhol,2017-03-22,Kg,35.0,40.0,37.5
89346,Celery,2017-03-22,Kg,100.0,110.0,105.0
89347,Parseley,2017-03-22,Kg,100.0,110.0,105.0
89348,Fennel Leaf,2017-03-22,Kg,35.0,40.0,37.5
89349,Mint,2017-03-22,Kg,100.0,110.0,105.0
89350,Turnip A,2017-03-22,Kg,35.0,40.0,37.5
89351,Tamarind,2017-03-22,Kg,100.0,110.0,105.0
89352,Bamboo Shoot,2017-03-22,Kg,120.0,130.0,125.0
89353,Tofu,2017-03-22,Kg,80.0,90.0,85.0
89354,Apple(Jholey),2017-03-22,Kg,100.0,110.0,105.0
89355,Banana,2017-03-22,Doz,80.0,90.0,85.0
89356,Lime,2017-03-22,Kg,450.0,500.0,475.0
89357,Pomegranate,2017-03-22,Kg,200.0,210.0,205.0
89358,Grapes(Green),2017-03-22,Kg,100.0,110.0,105.0
89359,Orange(Nepali),2017-03-22,Kg,50.0,60.0,55.0
89360,Water Melon(Green),2017-03-22,Kg,30.0,35.0,32.5
89361,Sweet Orange,2017-03-22,Kg,100.0,110.0,105.0
89362,Pineapple,2017-03-22,1 Pc,100.0,110.0,105.0
89363,Cucumber(Local),2017-03-22,Kg,50.0,55.0,52.5
89364,Jack Fruit,2017-03-22,Kg,55.0,60.0,57.5
89365,Pear(Local),2017-03-22,Kg,100.0,110.0,105.0
89366,Papaya(Nepali),2017-03-22,Kg,45.0,50.0,47.5
89367,Ginger,2017-03-22,Kg,40.0,50.0,45.0
89368,Chilli Dry,2017-03-22,Kg,270.0,280.0,275.0
89369,Chilli Green,2017-03-22,Kg,45.0,50.0,47.5
89370,Capsicum,2017-03-22,Kg,75.0,80.0,77.5
89371,Garlic Green,2017-03-22,Kg,80.0,90.0,85.0
89372,Coriander Green,2017-03-22,Kg,40.0,50.0,45.0
89373,Garlic Dry Chinese,2017-03-22,Kg,280.0,290.0,285.0
89374,Garlic Dry Nepali,2017-03-22,Kg,140.0,150.0,145.0
89375,Clive Dry,2017-03-22,Kg,200.0,210.0,205.0
89376,Clive Green,2017-03-22,Kg,70.0,80.0,75.0
89377,Fish Fresh,2017-03-22,Kg,220.0,225.0,222.5
89378,Tomato Big(Nepali),2017-03-23,Kg,25.0,30.0,27.5
89379,Tomato Small(Local),2017-03-23,Kg,25.0,30.0,27.5
89380,Potato Red,2017-03-23,Kg,14.0,16.0,15.0
89381,Potato White,2017-03-23,Kg,13.0,14.0,13.5
89382,Onion Dry (Indian),2017-03-23,Kg,22.0,24.0,23.0
89383,Carrot(Local),2017-03-23,Kg,25.0,30.0,27.5
89384,Cabbage(Local),2017-03-23,Kg,10.0,12.0,11.0
89385,Cauli Local,2017-03-23,Kg,20.0,25.0,22.5
89386,Cauli Terai,2017-03-23,Kg,15.0,20.0,17.5
89387,Raddish Red,2017-03-23,Kg,30.0,35.0,32.5
89388,Raddish White(Local),2017-03-23,Kg,10.0,12.0,11.0
89389,Brinjal Long,2017-03-23,Kg,30.0,35.0,32.5
89390,Brinjal Round,2017-03-23,Kg,30.0,35.0,32.5
89391,Cow pea(Long),2017-03-23,Kg,100.0,110.0,105.0
89392,Green Peas,2017-03-23,Kg,55.0,60.0,57.5
89393,French Bean(Local),2017-03-23,Kg,55.0,60.0,57.5
89394,Sword Bean,2017-03-23,Kg,55.0,60.0,57.5
89395,Bitter Gourd,2017-03-23,Kg,75.0,80.0,77.5
89396,Bottle Gourd,2017-03-23,Kg,35.0,40.0,37.5
89397,Pointed Gourd(Local),2017-03-23,Kg,75.0,80.0,77.5
89398,Pumpkin,2017-03-23,Kg,28.0,30.0,29.0
89399,Squash(Long),2017-03-23,Kg,28.0,30.0,29.0
